AreaName,BirthPlace,Total_Persons,Total_Males,Total_Females,Rural_Persons,Rural_Males,Rural_Females,Urban_Persons,Urban_Males,Urban_Females
NAGALAND,Andhra Pradesh,345,163,182,103,51,52,242,112,130
NAGALAND,Karnataka,220,96,124,59,26,33,161,70,91
NAGALAND,Goa,6,4,2,5,4,1,1,0,1
NAGALAND,Lakshadweep,4,4,0,4,4,0,0,0,0
NAGALAND,Kerala,1479,809,670,397,215,182,1082,594,488
NAGALAND,Tamil Nadu,374,197,177,89,55,34,285,142,143
NAGALAND,Puducherry,9,3,6,3,2,1,6,1,5
NAGALAND,Andaman & Nicobar Islands,14,4,10,4,3,1,10,1,9
NAGALAND,Afganistan,1,1,0,0,0,0,1,1,0
NAGALAND,Bangladesh,222,117,105,74,35,39,148,82,66
NAGALAND,Bhutan,38,18,20,17,9,8,21,9,12
NAGALAND,China,16,7,9,0,0,0,16,7,9
NAGALAND,Indonesia,1,0,1,1,0,1,0,0,0
NAGALAND,Malaysia,2,0,2,0,0,0,2,0,2
NAGALAND,Mayanmar,458,221,237,347,157,190,111,64,47
NAGALAND,Nepal,5991,3689,2302,2760,1730,1030,3231,1959,1272
NAGALAND,Pakistan,27,14,13,10,5,5,17,9,8
NAGALAND,Singapore,1,1,0,0,0,0,1,1,0
NAGALAND,France,2,2,0,0,0,0,2,2,0
NAGALAND,Germany,1,1,0,0,0,0,1,1,0
NAGALAND,UK,12,4,8,2,2,0,10,2,8
NAGALAND,U.S.A.,10,5,5,5,3,2,5,2,3
MANIPUR,Jammu & Kashmir,131,75,56,105,58,47,26,17,9
MANIPUR,Himachal Pradesh,105,54,51,75,39,36,30,15,15
MANIPUR,Punjab,119,50,69,27,15,12,92,35,57
MANIPUR,Chandigarh,5,2,3,3,2,1,2,0,2
MANIPUR,Uttarakhand,82,47,35,57,36,21,25,11,14
MANIPUR,Haryana,101,64,37,28,20,8,73,44,29
MANIPUR,NCT of Delhi,155,62,93,30,12,18,125,50,75
MANIPUR,Rajasthan,802,443,359,79,50,29,723,393,330
MANIPUR,Uttar Pradesh,929,576,353,181,111,70,748,465,283
MANIPUR,Bihar,3296,2112,1184,486,318,168,2810,1794,1016
MANIPUR,Sikkim,367,204,163,336,191,145,31,13,18
MANIPUR,Arunachal Pradesh,93,27,66,50,12,38,43,15,28
MANIPUR,Nagaland,1497,523,974,1039,402,637,458,121,337
MANIPUR,Mizoram,1382,608,774,1070,486,584,312,122,190
MANIPUR,Tripura,925,406,519,443,180,263,482,226,256
MANIPUR,Meghalaya,421,143,278,245,97,148,176,46,130
MANIPUR,Assam,8325,2988,5337,4635,1437,3198,3690,1551,2139
MANIPUR,West Bengal,731,376,355,320,171,149,411,205,206
MANIPUR,Jharkhand,110,61,49,37,29,8,73,32,41
MANIPUR,Odisha,107,69,38,36,25,11,71,44,27
MANIPUR,Chhattisgarh,11,4,7,6,2,4,5,2,3
MANIPUR,Madhya Pradesh,88,44,44,52,28,24,36,16,20
MANIPUR,Gujarat,29,12,17,10,6,4,19,6,13
MANIPUR,Maharashtra,155,78,77,99,55,44,56,23,33
MANIPUR,Andhra Pradesh,41,19,22,14,5,9,27,14,13
MANIPUR,Karnataka,46,23,23,12,6,6,34,17,17
MANIPUR,Goa,4,2,2,1,0,1,3,2,1
MANIPUR,Lakshadweep,22,12,10,20,10,10,2,2,0
MANIPUR,Kerala,152,81,71,56,29,27,96,52,44
MANIPUR,Tamil Nadu,126,67,59,18,10,8,108,57,51
MANIPUR,Andaman & Nicobar Islands,11,7,4,8,6,2,3,1,2
MANIPUR,Bangladesh,530,291,239,293,160,133,237,131,106
MANIPUR,Bhutan,7,2,5,4,2,2,3,0,3
MANIPUR,China,2,0,2,1,0,1,1,0,1
MANIPUR,Indonesia,1,0,1,0,0,0,1,0,1
MANIPUR,Japan,1,0,1,0,0,0,1,0,1
MANIPUR,Mayanmar,443,190,253,262,107,155,181,83,98
MANIPUR,Nepal,681,448,233,448,296,152,233,152,81
MANIPUR,Pakistan,11,7,4,0,0,0,11,7,4
MANIPUR,United Arab Emirates,1,1,0,0,0,0,1,1,0
MANIPUR,France,1,0,1,0,0,0,1,0,1
MANIPUR,Germany,1,0,1,1,0,1,0,0,0
MANIPUR,UK,2,1,1,2,1,1,0,0,0
MANIPUR,U.S.A.,4,1,3,1,0,1,3,1,2
MANIPUR,Australia,1,1,0,1,1,0,0,0,0
MIZORAM,Jammu & Kashmir,86,43,43,26,12,14,60,31,29
MIZORAM,Himachal Pradesh,50,22,28,6,3,3,44,19,25
MIZORAM,Punjab,142,78,64,16,10,6,126,68,58
MIZORAM,Chandigarh,11,7,4,1,1,0,10,6,4
MIZORAM,Uttarakhand,169,83,86,17,12,5,152,71,81
MIZORAM,Haryana,71,41,30,0,0,0,71,41,30
MIZORAM,NCT of Delhi,99,54,45,6,5,1,93,49,44
MIZORAM,Rajasthan,112,84,28,13,10,3,99,74,25
MIZORAM,Uttar Pradesh,575,324,251,61,42,19,514,282,232
MIZORAM,Bihar,1685,1266,419,260,219,41,1425,1047,378
MIZORAM,Sikkim,73,44,29,18,17,1,55,27,28
MIZORAM,Arunachal Pradesh,244,115,129,50,26,24,194,89,105
MIZORAM,Nagaland,499,244,255,44,27,17,455,217,238
MIZORAM,Manipur,14644,7574,7070,6063,3136,2927,8581,4438,4143
MIZORAM,Tripura,4258,2169,2089,2784,1355,1429,1474,814,660
MIZORAM,Meghalaya,2021,984,1037,175,95,80,1846,889,957
MIZORAM,Assam,17815,11469,6346,5944,3408,2536,11871,8061,3810
MIZORAM,West Bengal,799,517,282,159,129,30,640,388,252
MIZORAM,Jharkhand,1544,1352,192,552,518,34,992,834,158
MIZORAM,Odisha,85,47,38,9,7,2,76,40,36
MIZORAM,Chhattisgarh,19,11,8,2,2,0,17,9,8
MIZORAM,Madhya Pradesh,77,47,30,4,3,1,73,44,29
MIZORAM,Gujarat,17,9,8,0,0,0,17,9,8
MIZORAM,Maharashtra,82,41,41,17,6,11,65,35,30
MIZORAM,Andhra Pradesh,82,38,44,7,3,4,75,35,40
MIZORAM,Karnataka,77,26,51,12,3,9,65,23,42
MIZORAM,Goa,5,3,2,0,0,0,5,3,2
MIZORAM,Lakshadweep,1,0,1,0,0,0,1,0,1
MIZORAM,Kerala,348,206,142,40,29,11,308,177,131
MIZORAM,Tamil Nadu,113,67,46,22,15,7,91,52,39
MIZORAM,Puducherry,3,2,1,0,0,0,3,2,1
MIZORAM,Andaman & Nicobar Islands,5,4,1,1,1,0,4,3,1
MIZORAM,Bangladesh,1009,466,543,740,344,396,269,122,147
MIZORAM,Bhutan,7,4,3,1,0,1,6,4,2
MIZORAM,China,4,2,2,2,1,1,2,1,1
MIZORAM,Japan,2,2,0,0,0,0,2,2,0
MIZORAM,Kuwait,2,2,0,0,0,0,2,2,0
MIZORAM,Mayanmar,13185,5882,7303,6475,3071,3404,6710,2811,3899
MIZORAM,Nepal,1342,921,421,357,322,35,985,599,386
MIZORAM,Pakistan,16,8,8,15,7,8,1,1,0
MIZORAM,UK,4,3,1,1,1,0,3,2,1
MIZORAM,U.S.A.,3,0,3,0,0,0,3,0,3
TRIPURA,Jammu & Kashmir,223,138,85,133,90,43,90,48,42
TRIPURA,Himachal Pradesh,67,37,30,27,19,8,40,18,22
TRIPURA,Punjab,116,59,57,21,11,10,95,48,47
TRIPURA,Chandigarh,11,9,2,2,2,0,9,7,2
TRIPURA,Uttarakhand,149,68,81,30,14,16,119,54,65
TRIPURA,Haryana,133,78,55,42,29,13,91,49,42
TRIPURA,NCT of Delhi,194,92,102,55,18,37,139,74,65
TRIPURA,Rajasthan,481,259,222,86,45,41,395,214,181
TRIPURA,Uttar Pradesh,1630,1077,553,839,664,175,791,413,378
TRIPURA,Bihar,12147,7177,4970,8796,5021,3775,3351,2156,1195
TRIPURA,Sikkim,18,8,10,3,1,2,15,7,8
TRIPURA,Arunachal Pradesh,274,105,169,119,47,72,155,58,97
TRIPURA,Nagaland,655,269,386,318,119,199,337,150,187
TRIPURA,Manipur,628,252,376,317,124,193,311,128,183
TRIPURA,Mizoram,16834,8472,8362,16681,8392,8289,153,80,73
TRIPURA,Meghalaya,1292,477,815,535,177,358,757,300,457
TRIPURA,Assam,29868,9835,20033,18856,5751,13105,11012,4084,6928
TRIPURA,West Bengal,5692,2631,3061,1411,695,716,4281,1936,2345
TRIPURA,Jharkhand,14455,8190,6265,13201,7494,5707,1254,696,558
TRIPURA,Odisha,346,190,156,95,50,45,251,140,111
TRIPURA,Chhattisgarh,52,27,25,22,12,10,30,15,15
TRIPURA,Madhya Pradesh,178,83,95,61,34,27,117,49,68
TRIPURA,Gujarat,98,60,38,15,9,6,83,51,32
TRIPURA,Dadra & Nagar Haveli,2,1,1,2,1,1,0,0,0
TRIPURA,Maharashtra,241,114,127,55,27,28,186,87,99
TRIPURA,Andhra Pradesh,181,95,86,42,28,14,139,67,72
TRIPURA,Karnataka,93,40,53,20,11,9,73,29,44
TRIPURA,Goa,3,2,1,1,1,0,2,1,1
TRIPURA,Lakshadweep,5,4,1,4,3,1,1,1,0
TRIPURA,Kerala,171,90,81,62,39,23,109,51,58
TRIPURA,Tamil Nadu,220,100,120,136,54,82,84,46,38
TRIPURA,Puducherry,6,3,3,0,0,0,6,3,3
TRIPURA,Andaman & Nicobar Islands,4,3,1,1,1,0,3,2,1
TRIPURA,Afganistan,1,1,0,1,1,0,0,0,0
TRIPURA,Bangladesh,256559,124339,132220,156423,75091,81332,100136,49248,50888
TRIPURA,Bhutan,3,1,2,2,1,1,1,0,1
TRIPURA,Indonesia,1,0,1,1,0,1,0,0,0
TRIPURA,Malaysia,1,1,0,0,0,0,1,1,0
TRIPURA,Mayanmar,77,38,39,36,16,20,41,22,19
TRIPURA,Nepal,187,109,78,62,42,20,125,67,58
TRIPURA,Pakistan,572,312,260,375,195,180,197,117,80
TRIPURA,Germany,1,1,0,0,0,0,1,1,0
TRIPURA,UK,6,3,3,1,0,1,5,3,2
TRIPURA,Canada,2,1,1,0,0,0,2,1,1
TRIPURA,U.S.A.,2,0,2,0,0,0,2,0,2
MEGHALAYA,Jammu & Kashmir,373,185,188,163,84,79,210,101,109
MEGHALAYA,Himachal Pradesh,316,164,152,96,48,48,220,116,104
MEGHALAYA,Punjab,988,451,537,194,92,102,794,359,435
MEGHALAYA,Chandigarh,30,16,14,17,11,6,13,5,8
MEGHALAYA,Uttarakhand,1229,549,680,317,162,155,912,387,525
MEGHALAYA,Haryana,531,235,296,199,83,116,332,152,180
MEGHALAYA,NCT of Delhi,1,0,1,0,0,0,1,0,1
MEGHALAYA,Rajasthan,1992,1174,818,337,219,118,1655,955,700
MEGHALAYA,Uttar Pradesh,3356,1669,1687,1026,494,532,2330,1175,1155
MEGHALAYA,Bihar,15330,9290,6040,2901,1670,1231,12429,7620,4809
MEGHALAYA,Sikkim,151,86,65,30,19,11,121,67,54
MEGHALAYA,Arunachal Pradesh,1030,630,400,155,82,73,875,548,327
MEGHALAYA,Nagaland,1732,896,836,277,154,123,1455,742,713
MEGHALAYA,Manipur,6852,3338,3514,1034,538,496,5818,2800,3018
MEGHALAYA,Mizoram,2253,1022,1231,272,143,129,1981,879,1102
MEGHALAYA,Tripura,3139,1814,1325,483,308,175,2656,1506,1150
MEGHALAYA,Assam,68340,31683,36657,41968,18532,23436,26372,13151,13221
MEGHALAYA,West Bengal,5921,2829,3092,1744,831,913,4177,1998,2179
MEGHALAYA,Jharkhand,638,318,320,145,64,81,493,254,239
MEGHALAYA,Odisha,648,327,321,220,114,106,428,213,215
MEGHALAYA,Chhattisgarh,60,28,32,14,10,4,46,18,28
MEGHALAYA,Madhya Pradesh,359,165,194,77,36,41,282,129,153
MEGHALAYA,Gujarat,173,80,93,38,21,17,135,59,76
MEGHALAYA,Dadra & Nagar Haveli,1,1,0,1,1,0,0,0,0
MEGHALAYA,Maharashtra,579,241,338,129,55,74,450,186,264
MEGHALAYA,Andhra Pradesh,395,168,227,112,52,60,283,116,167
MEGHALAYA,Karnataka,301,135,166,69,34,35,232,101,131
MEGHALAYA,Goa,13,5,8,1,0,1,12,5,7
MEGHALAYA,Lakshadweep,12,9,3,12,9,3,0,0,0
MEGHALAYA,Kerala,1063,524,539,340,162,178,723,362,361
MEGHALAYA,Tamil Nadu,336,158,178,112,51,61,224,107,117
MEGHALAYA,Puducherry,14,9,5,3,2,1,11,7,4
MEGHALAYA,Andaman & Nicobar Islands,5,2,3,1,0,1,4,2,2
MEGHALAYA,Afganistan,2,2,0,1,1,0,1,1,0
MEGHALAYA,Bangladesh,3556,1705,1851,2885,1378,1507,671,327,344
MEGHALAYA,Bhutan,104,55,49,21,10,11,83,45,38
MEGHALAYA,China,62,36,26,0,0,0,62,36,26
MEGHALAYA,Japan,1,0,1,0,0,0,1,0,1
MEGHALAYA,Kuwait,1,1,0,0,0,0,1,1,0
MEGHALAYA,Malaysia,1,0,1,0,0,0,1,0,1
MEGHALAYA,Mayanmar,17,10,7,5,3,2,12,7,5
MEGHALAYA,Nepal,4223,2397,1826,1491,1008,483,2732,1389,1343
MEGHALAYA,Pakistan,151,86,65,102,58,44,49,28,21
MEGHALAYA,Singapore,2,1,1,0,0,0,2,1,1
MEGHALAYA,Sri Lanka,1,1,0,0,0,0,1,1,0
MEGHALAYA,Germany,6,3,3,1,1,0,5,2,3
MEGHALAYA,UK,7,5,2,1,1,0,6,4,2
MEGHALAYA,Nigeria,1,1,0,0,0,0,1,1,0
MEGHALAYA,Canada,2,1,1,0,0,0,2,1,1
MEGHALAYA,U.S.A.,11,5,6,1,0,1,10,5,5
MEGHALAYA,Australia,4,3,1,0,0,0,4,3,1
ASSAM,Jammu & Kashmir,2180,1303,877,1727,1046,681,453,257,196
ASSAM,Himachal Pradesh,1159,712,447,830,527,303,329,185,144
ASSAM,Punjab,4601,2478,2123,1105,668,437,3496,1810,1686
ASSAM,Chandigarh,211,104,107,74,38,36,137,66,71
ASSAM,Uttarakhand,1245,739,506,584,375,209,661,364,297
ASSAM,Haryana,3788,2063,1725,872,495,377,2916,1568,1348
ASSAM,NCT of Delhi,2567,1070,1497,702,281,421,1865,789,1076
ASSAM,Rajasthan,32389,18025,14364,4337,2606,1731,28052,15419,12633
ASSAM,Uttar Pradesh,41384,21927,19457,17543,9246,8297,23841,12681,11160
ASSAM,Bihar,172542,105293,67249,55907,32011,23896,116635,73282,43353
ASSAM,Sikkim,1260,589,671,1037,502,535,223,87,136
ASSAM,Arunachal Pradesh,18728,6528,12200,13491,4320,9171,5237,2208,3029
ASSAM,Nagaland,24180,10084,14096,17342,7346,9996,6838,2738,4100
ASSAM,Manipur,13963,5962,8001,8160,3214,4946,5803,2748,3055
ASSAM,Mizoram,3281,1464,1817,1767,710,1057,1514,754,760
ASSAM,Tripura,44674,17527,27147,24177,7728,16449,20497,9799,10698
ASSAM,Meghalaya,43329,16515,26814,23992,8385,15607,19337,8130,11207
ASSAM,West Bengal,109980,40181,69799,49457,14660,34797,60523,25521,35002
ASSAM,Jharkhand,13341,6872,6469,10887,5738,5149,2454,1134,1320
ASSAM,Odisha,6290,3392,2898,3426,1787,1639,2864,1605,1259
ASSAM,Chhattisgarh,1340,671,669,1105,575,530,235,96,139
ASSAM,Madhya Pradesh,2771,1346,1425,1755,891,864,1016,455,561
ASSAM,Gujarat,960,475,485,245,121,124,715,354,361
ASSAM,Daman & Diu,1,0,1,1,0,1,0,0,0
ASSAM,Dadra & Nagar Haveli,7,4,3,6,4,2,1,0,1
ASSAM,Maharashtra,2354,1065,1289,866,381,485,1488,684,804
ASSAM,Andhra Pradesh,5427,2518,2909,1415,719,696,4012,1799,2213
ASSAM,Karnataka,860,371,489,327,116,211,533,255,278
ASSAM,Goa,50,19,31,16,3,13,34,16,18
ASSAM,Lakshadweep,215,126,89,200,117,83,15,9,6
ASSAM,Kerala,1897,955,942,772,370,402,1125,585,540
ASSAM,Tamil Nadu,1251,694,557,505,295,210,746,399,347
ASSAM,Puducherry,16,6,10,4,3,1,12,3,9
ASSAM,Andaman & Nicobar Islands,72,29,43,27,12,15,45,17,28
ASSAM,Afganistan,136,133,3,67,65,2,69,68,1
ASSAM,Bangladesh,88192,43948,44244,57842,29128,28714,30350,14820,15530
ASSAM,Bhutan,628,186,442,474,134,340,154,52,102
ASSAM,China,9,3,6,6,2,4,3,1,2
ASSAM,Indonesia,2,0,2,1,0,1,1,0,1
ASSAM,Iran,1,0,1,0,0,0,1,0,1
ASSAM,Iraq,1,0,1,0,0,0,1,0,1
ASSAM,Japan,5,1,4,1,0,1,4,1,3
ASSAM,Kuwait,3,3,0,1,1,0,2,2,0
ASSAM,Malaysia,5,1,4,1,0,1,4,1,3
ASSAM,Mayanmar,343,161,182,213,94,119,130,67,63
ASSAM,Nepal,11501,5842,5659,8340,4168,4172,3161,1674,1487
ASSAM,Pakistan,5004,2652,2352,3797,1983,1814,1207,669,538
ASSAM,Saudi Arabia,5,3,2,1,1,0,4,2,2
ASSAM,Singapore,6,3,3,1,1,0,5,2,3
ASSAM,Sri Lanka,3,1,2,2,0,2,1,1,0
ASSAM,United Arab Emirates,19,7,12,11,3,8,8,4,4
ASSAM,Germany,4,1,3,1,0,1,3,1,2
ASSAM,UK,33,9,24,9,1,8,24,8,16
ASSAM,Kenya,2,1,1,1,1,0,1,0,1
ASSAM,Nigeria,1,1,0,1,1,0,0,0,0
ASSAM,Canada,4,2,2,3,2,1,1,0,1
ASSAM,U.S.A.,27,14,13,5,3,2,22,11,11
ASSAM,Australia,2,1,1,1,0,1,1,1,0
WEST BENGAL,Jammu & Kashmir,4191,2318,1873,1575,913,662,2616,1405,1211
WEST BENGAL,Himachal Pradesh,2259,1162,1097,733,401,332,1526,761,765
WEST BENGAL,Punjab,18079,9230,8849,1950,992,958,16129,8238,7891
WEST BENGAL,Chandigarh,741,355,386,162,82,80,579,273,306
WEST BENGAL,Uttarakhand,3530,1631,1899,766,373,393,2764,1258,1506
WEST BENGAL,Haryana,11790,6330,5460,1432,697,735,10358,5633,4725
WEST BENGAL,NCT of Delhi,12403,5576,6827,2980,1355,1625,9423,4221,5202
WEST BENGAL,Rajasthan,63661,33473,30188,3717,1860,1857,59944,31613,28331
WEST BENGAL,Uttar Pradesh,249993,135522,114471,20732,11177,9555,229261,124345,104916
WEST BENGAL,Bihar,1149023,606546,542477,195794,68851,126943,953229,537695,415534
WEST BENGAL,Sikkim,11473,2704,8769,7030,1092,5938,4443,1612,2831
WEST BENGAL,Arunachal Pradesh,2056,896,1160,851,346,505,1205,550,655
WEST BENGAL,Nagaland,2982,1580,1402,1262,763,499,1720,817,903
WEST BENGAL,Manipur,3049,1416,1633,1055,473,582,1994,943,1051
WEST BENGAL,Mizoram,575,250,325,170,71,99,405,179,226
WEST BENGAL,Tripura,21724,11178,10546,3958,2091,1867,17766,9087,8679
WEST BENGAL,Meghalaya,7232,3096,4136,1881,725,1156,5351,2371,2980
WEST BENGAL,Assam,169018,69279,99739,67574,24531,43043,101444,44748,56696
WEST BENGAL,Jharkhand,464133,127955,336178,235015,37517,197498,229118,90438,138680
WEST BENGAL,Odisha,144770,61903,82867,52213,9757,42456,92557,52146,40411
WEST BENGAL,Chhattisgarh,7781,3254,4527,1459,658,801,6322,2596,3726
WEST BENGAL,Madhya Pradesh,15779,6844,8935,2536,1066,1470,13243,5778,7465
WEST BENGAL,Gujarat,13249,6255,6994,1409,619,790,11840,5636,6204
WEST BENGAL,Daman & Diu,8,3,5,2,1,1,6,2,4
WEST BENGAL,Dadra & Nagar Haveli,121,51,70,80,29,51,41,22,19
WEST BENGAL,Maharashtra,22991,9797,13194,4664,1782,2882,18327,8015,10312
WEST BENGAL,Andhra Pradesh,16590,7460,9130,1693,707,986,14897,6753,8144
WEST BENGAL,Karnataka,4066,1806,2260,764,281,483,3302,1525,1777
WEST BENGAL,Goa,351,167,184,99,44,55,252,123,129
WEST BENGAL,Lakshadweep,170,98,72,94,57,37,76,41,35
WEST BENGAL,Kerala,7723,3675,4048,866,321,545,6857,3354,3503
WEST BENGAL,Tamil Nadu,7525,3684,3841,665,324,341,6860,3360,3500
WEST BENGAL,Puducherry,177,67,110,76,13,63,101,54,47
WEST BENGAL,Andaman & Nicobar Islands,1400,580,820,477,173,304,923,407,516
WEST BENGAL,Afganistan,166,153,13,10,10,0,156,143,13
WEST BENGAL,Bangladesh,2222091,1141821,1080270,944991,485902,459089,1277100,655919,621181
WEST BENGAL,Bhutan,3162,1340,1822,1303,372,931,1859,968,891
WEST BENGAL,China,227,119,108,30,18,12,197,101,96
WEST BENGAL,Indonesia,16,4,12,1,1,0,15,3,12
WEST BENGAL,Iran,14,8,6,4,3,1,10,5,5
WEST BENGAL,Iraq,7,6,1,1,1,0,6,5,1
WEST BENGAL,Japan,60,27,33,25,12,13,35,15,20
WEST BENGAL,Kuwait,23,11,12,4,3,1,19,8,11
WEST BENGAL,Malaysia,71,32,39,8,3,5,63,29,34
WEST BENGAL,Maldives,6,3,3,0,0,0,6,3,3
WEST BENGAL,Mayanmar,2807,1346,1461,111,55,56,2696,1291,1405
WEST BENGAL,Nepal,31162,12306,18856,15145,4534,10611,16017,7772,8245
WEST BENGAL,Pakistan,8068,4097,3971,2839,1377,1462,5229,2720,2509
WEST BENGAL,Saudi Arabia,38,18,20,9,3,6,29,15,14
WEST BENGAL,Singapore,82,41,41,12,8,4,70,33,37
WEST BENGAL,Sri Lanka,58,26,32,8,2,6,50,24,26
WEST BENGAL,Turkey,1,0,1,0,0,0,1,0,1
WEST BENGAL,United Arab Emirates,121,58,63,14,7,7,107,51,56
WEST BENGAL,Vietnam,5,1,4,0,0,0,5,1,4
WEST BENGAL,France,23,8,15,3,1,2,20,7,13
WEST BENGAL,Germany,76,29,47,2,0,2,74,29,45
WEST BENGAL,Portugal,3,3,0,0,0,0,3,3,0
WEST BENGAL,UK,439,199,240,16,11,5,423,188,235
WEST BENGAL,Kenya,12,4,8,0,0,0,12,4,8
WEST BENGAL,Mauritius,3,1,2,1,1,0,2,0,2
WEST BENGAL,Nigeria,24,16,8,0,0,0,24,16,8
WEST BENGAL,Uganda,1,0,1,0,0,0,1,0,1
WEST BENGAL,Zambia,1,0,1,0,0,0,1,0,1
WEST BENGAL,Canada,55,27,28,5,3,2,50,24,26
WEST BENGAL,U.S.A.,629,310,319,29,11,18,600,299,301
WEST BENGAL,Australia,34,20,14,4,2,2,30,18,12
WEST BENGAL,Fiji,1,0,1,0,0,0,1,0,1
JHARKHAND,Jammu & Kashmir,1095,528,567,328,168,160,767,360,407
JHARKHAND,Himachal Pradesh,1058,462,596,273,122,151,785,340,445
JHARKHAND,Punjab,10089,4815,5274,861,451,410,9228,4364,4864
JHARKHAND,Chandigarh,189,87,102,14,9,5,175,78,97
JHARKHAND,Uttarakhand,1429,599,830,223,109,114,1206,490,716
JHARKHAND,Haryana,3500,1708,1792,378,173,205,3122,1535,1587
JHARKHAND,NCT of Delhi,5047,1946,3101,1015,394,621,4032,1552,2480
JHARKHAND,Rajasthan,10358,5073,5285,845,412,433,9513,4661,4852
JHARKHAND,Uttar Pradesh,112161,46329,65832,25988,5668,20320,86173,40661,45512
JHARKHAND,Bihar,1400858,572474,828384,366691,69896,296795,1034167,502578,531589
JHARKHAND,Sikkim,92,35,57,22,8,14,70,27,43
JHARKHAND,Arunachal Pradesh,122,44,78,46,11,35,76,33,43
JHARKHAND,Nagaland,177,68,109,58,18,40,119,50,69
JHARKHAND,Manipur,222,95,127,58,21,37,164,74,90
JHARKHAND,Mizoram,110,42,68,76,17,59,34,25,9
JHARKHAND,Tripura,415,192,223,80,29,51,335,163,172
JHARKHAND,Meghalaya,209,89,120,38,14,24,171,75,96
JHARKHAND,Assam,4865,1646,3219,1889,507,1382,2976,1139,1837
JHARKHAND,West Bengal,502855,106836,396019,265619,26838,238781,237236,79998,157238
JHARKHAND,Odisha,127318,28338,98980,66074,5212,60862,61244,23126,38118
JHARKHAND,Chhattisgarh,42617,7994,34623,26780,2727,24053,15837,5267,10570
JHARKHAND,Madhya Pradesh,10435,3260,7175,3157,663,2494,7278,2597,4681
JHARKHAND,Gujarat,4344,1768,2576,606,222,384,3738,1546,2192
JHARKHAND,Daman & Diu,3,1,2,0,0,0,3,1,2
JHARKHAND,Dadra & Nagar Haveli,6,2,4,2,0,2,4,2,2
JHARKHAND,Maharashtra,6694,2523,4171,1221,409,812,5473,2114,3359
JHARKHAND,Andhra Pradesh,8756,3895,4861,645,301,344,8111,3594,4517
JHARKHAND,Karnataka,1555,612,943,336,96,240,1219,516,703
JHARKHAND,Goa,149,55,94,69,21,48,80,34,46
JHARKHAND,Lakshadweep,46,24,22,26,14,12,20,10,10
JHARKHAND,Kerala,4460,1907,2553,672,187,485,3788,1720,2068
JHARKHAND,Tamil Nadu,3206,1492,1714,330,159,171,2876,1333,1543
JHARKHAND,Puducherry,48,24,24,9,1,8,39,23,16
JHARKHAND,Andaman & Nicobar Islands,242,89,153,125,48,77,117,41,76
JHARKHAND,Afganistan,33,15,18,15,1,14,18,14,4
JHARKHAND,Bangladesh,4756,2304,2452,879,412,467,3877,1892,1985
JHARKHAND,Bhutan,118,42,76,75,21,54,43,21,22
JHARKHAND,China,1312,1239,73,1307,1235,72,5,4,1
JHARKHAND,Indonesia,3,3,0,0,0,0,3,3,0
JHARKHAND,Iran,4,2,2,0,0,0,4,2,2
JHARKHAND,Iraq,3,3,0,0,0,0,3,3,0
JHARKHAND,Japan,9,3,6,4,1,3,5,2,3
JHARKHAND,Kuwait,4,4,0,0,0,0,4,4,0
JHARKHAND,Malaysia,7,4,3,0,0,0,7,4,3
JHARKHAND,Mayanmar,145,79,66,7,3,4,138,76,62
JHARKHAND,Nepal,4360,1908,2452,649,223,426,3711,1685,2026
JHARKHAND,Pakistan,1726,830,896,75,20,55,1651,810,841
JHARKHAND,Saudi Arabia,34,16,18,0,0,0,34,16,18
JHARKHAND,Singapore,12,4,8,1,0,1,11,4,7
JHARKHAND,Sri Lanka,5,1,4,0,0,0,5,1,4
JHARKHAND,United Arab Emirates,37,19,18,3,2,1,34,17,17
JHARKHAND,Kazakstan,1,0,1,0,0,0,1,0,1
JHARKHAND,Vietnam,33,14,19,15,4,11,18,10,8
JHARKHAND,France,1,1,0,0,0,0,1,1,0
JHARKHAND,Germany,12,6,6,2,1,1,10,5,5
JHARKHAND,UK,38,12,26,2,1,1,36,11,25
JHARKHAND,Kenya,12,6,6,1,0,1,11,6,5
JHARKHAND,Zambia,7,2,5,3,0,3,4,2,2
JHARKHAND,Canada,8,1,7,1,0,1,7,1,6
JHARKHAND,U.S.A.,113,57,56,6,5,1,107,52,55
JHARKHAND,Australia,44,25,19,12,6,6,32,19,13
JHARKHAND,Fiji,1,0,1,0,0,0,1,0,1
ODISHA,Jammu & Kashmir,4409,2762,1647,3515,2266,1249,894,496,398
ODISHA,Himachal Pradesh,776,426,350,327,192,135,449,234,215
ODISHA,Punjab,6185,3252,2933,1167,677,490,5018,2575,2443
ODISHA,Chandigarh,171,84,87,58,30,28,113,54,59
ODISHA,Uttarakhand,759,413,346,201,108,93,558,305,253
ODISHA,Haryana,5025,2858,2167,1081,625,456,3944,2233,1711
ODISHA,NCT of Delhi,4054,1886,2168,1187,522,665,2867,1364,1503
ODISHA,Rajasthan,12208,6780,5428,2145,1209,936,10063,5571,4492
ODISHA,Uttar Pradesh,34093,19358,14735,7229,4409,2820,26864,14949,11915
ODISHA,Bihar,126729,68836,57893,25455,13337,12118,101274,55499,45775
ODISHA,Sikkim,62,27,35,22,10,12,40,17,23
ODISHA,Arunachal Pradesh,413,154,259,335,125,210,78,29,49
ODISHA,Nagaland,330,185,145,219,131,88,111,54,57
ODISHA,Manipur,324,225,99,149,119,30,175,106,69
ODISHA,Mizoram,39,24,15,15,11,4,24,13,11
