AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_LT1yr,Males_LT1yr,Females_LT1yr,Persons_1to4yr,Males_1to4yr,Females_1to4yr,Persons_5to9yr,Males_5to9yr,Females_5to9yr,Persons_10to19yr,Males_10to19yr,Females_10to19yr,Persons_20plusyr,Males_20plusyr,Females_20plusyr,Persons_DurNS,Males_DurNS,Females_DurNS
KERALA,Assam,8469,7027,1442,2905,2659,246,3290,2822,468,581,397,184,616,317,299,488,315,173,589,517,72
KERALA,West Bengal,30470,26162,4308,11662,10818,844,11691,10395,1296,2318,1673,645,1635,931,704,1146,590,556,2018,1755,263
KERALA,Jharkhand,3109,2111,998,825,669,156,1133,827,306,368,198,170,399,193,206,218,105,113,166,119,47
KERALA,Odisha,12223,9346,2877,4047,3472,575,4657,3705,952,1227,789,438,1072,604,468,553,279,274,667,497,170
KERALA,Chhattisgarh,2563,1298,1265,376,230,146,658,347,311,467,215,252,584,266,318,370,183,187,108,57,51
KERALA,Madhya Pradesh,8345,4173,4172,838,418,420,2048,1006,1042,1552,769,783,2106,1028,1078,1334,693,641,467,259,208
KERALA,Gujarat,10443,5356,5087,1307,713,594,2832,1438,1394,1957,988,969,2228,1115,1113,1537,795,742,582,307,275
KERALA,Daman & Diu,38,24,14,6,4,2,13,9,4,10,6,4,6,3,3,0,0,0,3,2,1
KERALA,Dadra & Nagar Haveli,27,11,16,10,4,6,5,2,3,5,1,4,5,3,2,0,0,0,2,1,1
KERALA,Maharashtra,47464,24086,23378,5370,2932,2438,11941,5806,6135,8163,3993,4170,11306,5671,5635,8163,4319,3844,2521,1365,1156
KERALA,Andhra Pradesh,19228,9645,9583,3140,1643,1497,6249,3033,3216,2741,1336,1405,3321,1652,1669,2510,1301,1209,1267,680,587
KERALA,Karnataka,110833,48741,62092,11776,6219,5557,23785,10829,12956,16869,7315,9554,23833,9714,14119,25929,10487,15442,8641,4177,4464
KERALA,Goa,2557,1200,1357,341,160,181,896,394,502,458,216,242,442,219,223,267,140,127,153,71,82
KERALA,Lakshadweep,2026,1207,819,357,235,122,839,495,344,290,167,123,242,130,112,136,87,49,162,93,69
KERALA,Tamil Nadu,311347,153210,158137,25452,13878,11574,57598,28326,29272,47310,22918,24392,70216,33356,36860,89922,44123,45799,20849,10609,10240
KERALA,Puducherry,21352,9539,11813,982,444,538,3474,1469,2005,3531,1519,2012,5104,2192,2912,6457,3051,3406,1804,864,940
KERALA,Andaman & Nicobar Islands,2303,1065,1238,260,119,141,752,330,422,433,208,225,397,189,208,311,150,161,150,69,81
TAMIL NADU,Jammu & Kashmir,7221,4077,3144,479,284,195,1277,706,571,600,313,287,786,409,377,1019,547,472,3060,1818,1242
TAMIL NADU,Himachal Pradesh,898,550,348,52,33,19,267,151,116,77,44,33,72,38,34,94,48,46,336,236,100
TAMIL NADU,Punjab,6082,3263,2819,583,328,255,1678,870,808,832,433,399,1037,536,501,1101,638,463,851,458,393
TAMIL NADU,Chandigarh,922,456,466,101,53,48,349,171,178,138,64,74,121,58,63,101,51,50,112,59,53
TAMIL NADU,Uttarakhand,1040,602,438,144,71,73,387,227,160,93,53,40,121,74,47,93,45,48,202,132,70
TAMIL NADU,Haryana,5172,3008,2164,655,408,247,1809,1066,743,618,320,298,699,369,330,594,344,250,797,501,296
TAMIL NADU,NCT of Delhi,12139,6263,5876,1147,609,538,3725,1936,1789,2010,1002,1008,2252,1165,1087,1707,899,808,1298,652,646
TAMIL NADU,Rajasthan,88474,49562,38912,3903,2288,1615,16253,8791,7462,13445,7284,6161,17345,9515,7830,22615,13195,9420,14913,8489,6424
TAMIL NADU,Uttar Pradesh,27985,17031,10954,3642,2510,1132,9476,5923,3553,4134,2364,1770,3889,2198,1691,3066,1717,1349,3778,2319,1459
TAMIL NADU,Bihar,29277,19468,9809,4572,3500,1072,10441,7367,3074,4207,2609,1598,3929,2327,1602,2315,1310,1005,3813,2355,1458
TAMIL NADU,Sikkim,231,140,91,47,27,20,74,45,29,29,18,11,26,11,15,31,22,9,24,17,7
TAMIL NADU,Arunachal Pradesh,481,269,212,88,39,49,174,98,76,61,29,32,60,33,27,37,25,12,61,45,16
TAMIL NADU,Nagaland,558,292,266,71,38,33,192,105,87,73,32,41,79,46,33,82,36,46,61,35,26
TAMIL NADU,Manipur,1595,871,724,203,100,103,528,279,249,225,123,102,184,95,89,151,81,70,304,193,111
TAMIL NADU,Mizoram,207,124,83,43,24,19,102,69,33,14,9,5,8,5,3,16,7,9,24,10,14
TAMIL NADU,Tripura,374,237,137,92,60,32,147,96,51,35,22,13,38,22,16,24,11,13,38,26,12
TAMIL NADU,Meghalaya,567,292,275,68,39,29,262,128,134,87,53,34,40,18,22,35,17,18,75,37,38
TAMIL NADU,Assam,7860,5143,2717,1247,898,349,3288,2278,1010,978,562,416,695,391,304,694,401,293,958,613,345
TAMIL NADU,West Bengal,28829,17090,11739,3471,2267,1204,8242,5025,3217,3800,2110,1690,4627,2714,1913,4375,2395,1980,4314,2579,1735
TAMIL NADU,Jharkhand,7581,4789,2792,1469,927,542,2869,1877,992,771,436,335,660,358,302,479,264,215,1333,927,406
TAMIL NADU,Odisha,22863,15206,7657,4716,3105,1611,8520,6036,2484,3111,2072,1039,2191,1353,838,1322,721,601,3003,1919,1084
TAMIL NADU,Chhattisgarh,2174,1124,1050,350,201,149,842,447,395,238,110,128,245,108,137,200,89,111,299,169,130
TAMIL NADU,Madhya Pradesh,10917,5745,5172,1204,758,446,3088,1704,1384,1550,772,778,1982,961,1021,1724,834,890,1369,716,653
TAMIL NADU,Gujarat,21024,10588,10436,1352,773,579,4530,2306,2224,2843,1369,1474,3625,1752,1873,5338,2672,2666,3336,1716,1620
TAMIL NADU,Daman & Diu,38,20,18,7,2,5,21,14,7,2,1,1,4,1,3,0,0,0,4,2,2
TAMIL NADU,Dadra & Nagar Haveli,318,135,183,13,7,6,57,23,34,36,15,21,37,20,17,69,22,47,106,48,58
TAMIL NADU,Maharashtra,82197,39981,42216,6465,3421,3044,19361,9464,9897,13577,6406,7171,17131,8223,8908,15386,7496,7890,10277,4971,5306
TAMIL NADU,Andhra Pradesh,286427,116838,169589,18510,9521,8989,57478,25726,31752,37566,14913,22653,51861,19195,32666,75444,26988,48456,45568,20495,25073
TAMIL NADU,Karnataka,289302,108083,181219,17165,7703,9462,60442,23986,36456,45268,16544,28724,60811,21147,39664,67751,22251,45500,37865,16452,21413
TAMIL NADU,Goa,1689,864,825,221,121,100,591,307,284,238,115,123,269,132,137,173,89,84,197,100,97
TAMIL NADU,Lakshadweep,81,52,29,9,6,3,36,26,10,5,4,1,4,1,3,7,3,4,20,12,8
TAMIL NADU,Kerala,447701,188708,258993,24324,11538,12786,85387,35108,50279,64440,24995,39445,87085,34138,52947,125593,54920,70673,60872,28009,32863
TAMIL NADU,Puducherry,252312,105367,146945,11205,5050,6155,44021,18456,25565,40618,16788,23830,52706,20986,31720,49718,17489,32229,54044,26598,27446
TAMIL NADU,Andaman & Nicobar Islands,6235,2900,3335,499,239,260,1747,787,960,1473,684,789,1170,527,643,604,297,307,742,366,376
PUDUCHERRY,Jammu & Kashmir,163,104,59,4,3,1,24,15,9,10,6,4,26,16,10,25,16,9,74,48,26
PUDUCHERRY,Himachal Pradesh,36,16,20,2,1,1,9,3,6,2,2,0,13,7,6,10,3,7,0,0,0
PUDUCHERRY,Punjab,169,88,81,13,8,5,68,36,32,18,10,8,29,14,15,36,17,19,5,3,2
PUDUCHERRY,Chandigarh,30,15,15,3,1,2,4,2,2,4,1,3,8,6,2,9,4,5,2,1,1
PUDUCHERRY,Uttarakhand,51,30,21,12,7,5,15,10,5,5,3,2,8,4,4,11,6,5,0,0,0
PUDUCHERRY,Haryana,130,62,68,15,6,9,26,12,14,29,11,18,37,20,17,18,11,7,5,2,3
PUDUCHERRY,NCT of Delhi,802,415,387,91,54,37,193,99,94,187,94,93,179,87,92,113,60,53,39,21,18
PUDUCHERRY,Rajasthan,1267,685,582,65,38,27,214,108,106,284,155,129,246,129,117,299,177,122,159,78,81
PUDUCHERRY,Uttar Pradesh,907,502,405,45,34,11,299,162,137,186,93,93,217,122,95,125,69,56,35,22,13
PUDUCHERRY,Bihar,680,382,298,84,53,31,197,106,91,118,70,48,154,82,72,92,46,46,35,25,10
PUDUCHERRY,Sikkim,22,13,9,4,3,1,0,0,0,8,3,5,5,3,2,3,3,0,2,1,1
PUDUCHERRY,Arunachal Pradesh,19,8,11,0,0,0,15,7,8,2,0,2,2,1,1,0,0,0,0,0,0
PUDUCHERRY,Nagaland,14,7,7,0,0,0,5,3,2,2,1,1,6,2,4,0,0,0,1,1,0
PUDUCHERRY,Manipur,36,19,17,6,3,3,14,8,6,10,4,6,6,4,2,0,0,0,0,0,0
PUDUCHERRY,Mizoram,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PUDUCHERRY,Tripura,33,21,12,1,0,1,22,16,6,6,3,3,4,2,2,0,0,0,0,0,0
PUDUCHERRY,Meghalaya,23,10,13,1,0,1,8,3,5,5,2,3,0,0,0,8,4,4,1,1,0
PUDUCHERRY,Assam,283,153,130,19,12,7,105,56,49,66,36,30,50,29,21,36,18,18,7,2,5
PUDUCHERRY,West Bengal,1202,611,591,67,45,22,247,134,113,193,103,90,266,130,136,392,183,209,37,16,21
PUDUCHERRY,Jharkhand,123,62,61,6,2,4,28,12,16,19,9,10,37,21,16,25,13,12,8,5,3
PUDUCHERRY,Odisha,1753,986,767,142,81,61,495,269,226,436,287,149,350,187,163,284,141,143,46,21,25
PUDUCHERRY,Chhattisgarh,28,12,16,4,2,2,4,0,4,10,6,4,3,0,3,4,1,3,3,3,0
PUDUCHERRY,Madhya Pradesh,253,123,130,31,20,11,60,31,29,55,24,31,45,18,27,54,27,27,8,3,5
PUDUCHERRY,Gujarat,2102,1079,1023,73,32,41,358,183,175,356,187,169,596,286,310,627,335,292,92,56,36
PUDUCHERRY,Daman & Diu,5,2,3,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,1,0,1
PUDUCHERRY,Maharashtra,2037,976,1061,154,89,65,497,231,266,408,190,218,479,232,247,436,208,228,63,26,37
PUDUCHERRY,Andhra Pradesh,32330,14543,17787,1334,600,734,5780,2591,3189,8459,4005,4454,9119,4107,5012,7495,3178,4317,143,62,81
PUDUCHERRY,Karnataka,2978,1347,1631,301,155,146,812,364,448,580,246,334,569,260,309,585,269,316,131,53,78
PUDUCHERRY,Goa,91,49,42,8,4,4,28,17,11,32,17,15,19,9,10,4,2,2,0,0,0
PUDUCHERRY,Lakshadweep,8,3,5,2,1,1,0,0,0,0,0,0,2,0,2,4,2,2,0,0,0
PUDUCHERRY,Kerala,21345,8559,12786,1516,646,870,3902,1575,2327,3735,1518,2217,5148,2053,3095,6696,2605,4091,348,162,186
PUDUCHERRY,Tamil Nadu,270900,105284,165616,10637,4262,6375,45317,17768,27549,46254,18993,27261,64076,25214,38862,90527,33019,57508,14089,6028,8061
PUDUCHERRY,Andaman & Nicobar Islands,146,61,85,20,11,9,22,7,15,51,21,30,37,14,23,11,5,6,5,3,2
ANDAMAN & NICOBAR ISLANDS,Jammu & Kashmir,100,49,51,18,5,13,30,17,13,3,1,2,7,4,3,11,7,4,31,15,16
ANDAMAN & NICOBAR ISLANDS,Himachal Pradesh,55,26,29,8,1,7,21,9,12,4,3,1,7,4,3,10,4,6,5,5,0
ANDAMAN & NICOBAR ISLANDS,Punjab,429,200,229,62,26,36,115,47,68,44,17,27,46,19,27,144,81,63,18,10,8
ANDAMAN & NICOBAR ISLANDS,Chandigarh,53,33,20,4,3,1,13,5,8,3,3,0,4,2,2,25,17,8,4,3,1
ANDAMAN & NICOBAR ISLANDS,Uttarakhand,255,117,138,28,10,18,50,18,32,6,3,3,22,8,14,143,73,70,6,5,1
ANDAMAN & NICOBAR ISLANDS,Haryana,278,104,174,73,24,49,130,42,88,27,14,13,17,7,10,14,10,4,17,7,10
ANDAMAN & NICOBAR ISLANDS,NCT of Delhi,437,228,209,90,43,47,197,97,100,38,23,15,42,29,13,51,24,27,19,12,7
ANDAMAN & NICOBAR ISLANDS,Rajasthan,257,138,119,60,26,34,94,44,50,27,24,3,20,10,10,37,25,12,19,9,10
ANDAMAN & NICOBAR ISLANDS,Uttar Pradesh,3114,1591,1523,278,104,174,739,352,387,334,179,155,447,217,230,1183,665,518,133,74,59
ANDAMAN & NICOBAR ISLANDS,Bihar,1779,1053,726,179,111,68,326,190,136,210,138,72,275,157,118,692,405,287,97,52,45
ANDAMAN & NICOBAR ISLANDS,Sikkim,13,9,4,8,4,4,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,Arunachal Pradesh,18,9,9,4,2,2,8,4,4,3,2,1,1,0,1,1,1,0,1,0,1
ANDAMAN & NICOBAR ISLANDS,Nagaland,24,15,9,4,2,2,11,7,4,3,2,1,2,1,1,3,2,1,1,1,0
ANDAMAN & NICOBAR ISLANDS,Manipur,20,12,8,5,3,2,4,3,1,7,4,3,1,1,0,3,1,2,0,0,0
ANDAMAN & NICOBAR ISLANDS,Mizoram,10,3,7,1,1,0,4,1,3,5,1,4,0,0,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,Tripura,77,64,13,50,48,2,10,4,6,4,3,1,1,1,0,11,7,4,1,1,0
ANDAMAN & NICOBAR ISLANDS,Meghalaya,21,9,12,12,5,7,6,3,3,2,1,1,0,0,0,1,0,1,0,0,0
ANDAMAN & NICOBAR ISLANDS,Assam,459,281,178,83,66,17,67,36,31,40,21,19,85,51,34,171,98,73,13,9,4
ANDAMAN & NICOBAR ISLANDS,West Bengal,20998,13391,7607,1916,1402,514,4892,3306,1586,3173,2025,1148,4120,2570,1550,6422,3808,2614,475,280,195
ANDAMAN & NICOBAR ISLANDS,Jharkhand,7612,4292,3320,555,478,77,602,326,276,454,248,206,1046,531,515,4786,2606,2180,169,103,66
ANDAMAN & NICOBAR ISLANDS,Odisha,1244,705,539,151,102,49,267,146,121,126,73,53,238,130,108,435,238,197,27,16,11
ANDAMAN & NICOBAR ISLANDS,Chhattisgarh,2600,1419,1181,64,36,28,179,95,84,160,83,77,266,118,148,1897,1069,828,34,18,16
ANDAMAN & NICOBAR ISLANDS,Madhya Pradesh,648,343,305,36,19,17,88,39,49,29,17,12,93,50,43,380,205,175,22,13,9
ANDAMAN & NICOBAR ISLANDS,Gujarat,254,124,130,50,17,33,114,58,56,18,8,10,27,13,14,31,20,11,14,8,6
ANDAMAN & NICOBAR ISLANDS,Daman & Diu,11,4,7,2,1,1,8,2,6,1,1,0,0,0,0,0,0,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,Dadra & Nagar Haveli,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ANDAMAN & NICOBAR ISLANDS,Maharashtra,1052,485,567,262,108,154,537,224,313,65,33,32,70,42,28,78,47,31,40,31,9
ANDAMAN & NICOBAR ISLANDS,Andhra Pradesh,15681,7733,7948,661,315,346,2021,864,1157,1776,768,1008,3207,1521,1686,7507,4016,3491,509,249,260
ANDAMAN & NICOBAR ISLANDS,Karnataka,493,259,234,123,59,64,164,89,75,56,28,28,58,32,26,79,40,39,13,11,2
ANDAMAN & NICOBAR ISLANDS,Goa,212,103,109,36,17,19,138,61,77,17,11,6,5,2,3,5,4,1,11,8,3
ANDAMAN & NICOBAR ISLANDS,Lakshadweep,21,15,6,3,1,2,14,10,4,0,0,0,0,0,0,4,4,0,0,0,0
ANDAMAN & NICOBAR ISLANDS,Kerala,4829,2283,2546,337,150,187,746,314,432,394,179,215,746,323,423,2425,1216,1209,181,101,80
ANDAMAN & NICOBAR ISLANDS,Tamil Nadu,18136,9353,8783,828,430,398,2409,1112,1297,1897,831,1066,3193,1428,1765,9102,5190,3912,707,362,345
ANDAMAN & NICOBAR ISLANDS,Puducherry,76,42,34,9,6,3,25,12,13,4,1,3,12,4,8,23,18,5,3,1,2
